id,name,text,trans
0000000000000,{user},試飲の案内の仕事ですが……\n葛城さん、抹茶は知っていますか？,
0000000000000,リーリヤ,お茶会でたまに飲んでました。\nスウェーデンでも人気なんですよ？,
select,,それなら心配\nいらないですね,
select,,商品は\n飲みました？,
select,,いい売り文句\nですね,
0000000000000,リーリヤ,そ、それより声をかけるのが……\n早く慣れたいです……。,
0000000000000,{user},スウェーデンの話を活かしたトークで\n売上に貢献できたみたいだ。,
0000000000000,リーリヤ,はい。お茶会で飲んだものに\n比べて少し苦かったです……,
0000000000000,{user},スウェーデンの話を活かしたトークで\n売上に貢献できたみたいだ。,
0000000000000,リーリヤ,スウェーデンでも人気のところですか？\nお客さんに話してみようかな……。,
0000000000000,{user},スウェーデンの話を活かしたトークで\n売上に貢献できたみたいだ。,
info,adv_pevent_002_kllj_sales_1-005-02.txt,,
译者,,,
